订单编号,日期,地区,城市,品类,销售员,客户类型,单价,数量,销售额,折扣率
SO-2025-00105,2025-05-29,华南,深圳,家居生活,黄霞,老客,1692.83,11.0,18621.13,0.0808
SO-2025-00513,2025-05-16,华东,杭州,办公用品,王强,新客,2173.64,7.0,15215.48,0.0
SO-2025-03290,2025-04-06,华北,北京,家居生活,徐鹏,老客,2547.7,10.0,25477.0,0.1597
SO-2025-04516,2025-05-29,华北,天津,家居生活,赵磊,新客,2786.76,18.0,50161.68,0.0549
SO-2025-03571,2025-06-01,华东,杭州,办公用品,李娜,老客,2005.68,15.0,30085.2,0.2183
SO-2025-02222,2025-05-03,华北,天津,数码配件,王强,新客,744.62,6.0,4467.72,0.2003
SO-2025-04266,2025-01-08,华北,天津,数码配件,周涛,老客,2005.1,7.0,14035.7,0.1055
SO-2025-02315,2025-06-17,华东,上海,办公用品,杨帆,老客,51.15,11.0,562.65,0.0
SO-2025-00350,2025-05-27,华南,深圳,数码配件,张伟,新客,1065.05,16.0,17040.8,0.1607
SO-2025-03621,2025-05-25,华东,上海,数码配件,张伟,老客,1090.26,17.0,18534.42,0.2337
SO-2025-00455,2025-05-24,华东,上海,数码配件,黄霞,老客,1793.6,9.0,16142.4,0.0
SO-2025-00653,2025-01-21,华东,杭州,家居生活,徐鹏,新客,2635.95,6.0,15815.7,0.1794
SO-2025-00955,2025-04-29,西南,成都,办公用品,杨帆,老客,960.68,14.0,13449.52,0.2957
SO-2025-04904,2025-03-08,华南,广州,家居生活,李娜,老客,598.74,14.0,8382.36,0.0501
SO-2025-01209,2025-04-01,华北,天津,办公用品,陈静,新客,2112.34,4.0,8449.36,0.2441
SO-2025-02025,2025-06-07,华北,北京,数码配件,吴倩,新客,1457.28,11.0,16030.08,0.2342
SO-2025-01139,2025-06-20,华南,深圳,办公用品,黄霞,老客,2567.58,20.0,51351.6,0.0307
SO-2025-02203,2025-03-17,华东,上海,办公用品,张伟,新客,2495.03,15.0,37425.45,0.1081
SO-2025-01889,2025-06-08,华北,北京,办公用品,陈静,老客,365.07,4.0,1460.28,0.2091
SO-2025-00703,2025-03-30,西南,重庆,数码配件,孙丽,老客,1603.22,18.0,28857.96,0.0
SO-2025-02350,2025-05-05,华东,上海,办公用品,徐鹏,新客,2513.0,17.0,42721.0,0.1245
SO-2025-02002,2025-06-28,东北,沈阳,数码配件,黄霞,新客,2484.39,7.0,17390.73,0.2688
SO-2025-02811,2025-01-09,西南,重庆,数码配件,孙丽,老客,1940.56,16.0,31048.96,0.1785
SO-2025-04535,2025-02-16,华东,杭州,家居生活,杨帆,老客,407.43,16.0,6518.88,0.1643
SO-2025-01136,2025-04-22,华北,天津,办公用品,李娜,老客,830.71,,,0.0
SO-2025-04506,2025-06-16,华北,北京,办公用品,黄霞,老客,807.94,15.0,12119.1,0.2122
SO-2025-03619,2025-03-03,东北,大连,数码配件,陈静,老客,1425.94,4.0,5703.76,0.0
SO-2025-04718,2025-04-25,华北,北京,家居生活,黄霞,老客,2305.5,3.0,6916.5,0.0573
SO-2025-04154,2025-05-01,华南,广州,办公用品,徐鹏,老客,2491.66,3.0,7474.98,0.0485
SO-2025-04547,2025-02-01,华东,上海,办公用品,刘敏,老客,2108.7,13.0,27413.1,0.0212
SO-2025-03727,2025-02-07,华东,上海,数码配件,赵磊,新客,599.72,19.0,11394.68,0.0476
SO-2025-01830,2025-01-22,华北,天津,数码配件,孙丽,新客,259.59,9.0,2336.31,0.2199
SO-2025-02233,2025-03-25,东北,沈阳,办公用品,张伟,老客,1710.51,4.0,6842.04,0.2179
SO-2025-00483,2025-01-30,华东,上海,家居生活,王强,新客,1874.08,10.0,18740.8,0.2043
SO-2025-03233,2025-01-04,华东,杭州,家居生活,徐鹏,老客,265.66,14.0,3719.24,0.234
SO-2025-02981,2025-01-31,华东,上海,办公用品,周涛,老客,157.58,10.0,1575.8,0.1273
SO-2025-01557,2025-03-04,华北,天津,家居生活,刘敏,老客,92.06,20.0,1841.2,0.0
SO-2025-03111,2025-04-24,华东,杭州,办公用品,张伟,老客,1408.86,9.0,12679.74,0.1793
SO-2025-01116,2025-04-29,华东,杭州,数码配件,徐鹏,新客,817.81,6.0,4906.86,0.1989
SO-2025-02726,2025-02-06,西南,成都,数码配件,徐鹏,新客,1079.63,8.0,8637.04,0.0312
SO-2025-02197,2025-06-11,华北,天津,数码配件,陈静,新客,2883.92,10.0,28839.2,0.0
SO-2025-01817,2025-02-13,华北,北京,办公用品,李娜,新客,211.98,20.0,4239.6,0.2641
SO-2025-02477,2025-03-17,华东,南京,家居生活,孙丽,老客,430.85,18.0,7755.3,0.2323
SO-2025-00969,2025-05-26,华东,南京,办公用品,陈静,老客,1766.37,10.0,17663.7,0.2604
SO-2025-01366,2025-06-22,华东,南京,办公用品,周涛,新客,2178.26,8.0,17426.08,0.2195
SO-2025-02691,2025-03-31,华北,天津,办公用品,李娜,新客,86.0,19.0,1634.0,0.2039
SO-2025-00130,2025-04-27,华东,上海,数码配件,赵磊,老客,1580.21,14.0,22122.94,0.1034
SO-2025-00832,2025-01-24,华北,北京,办公用品,张伟,老客,2022.44,16.0,32359.04,0.2269
SO-2025-04263,2025-03-18,西南,重庆,办公用品,张伟,新客,1847.79,8.0,14782.32,0.2518
SO-2025-00449,2025-06-09,华南,广州,家居生活,李娜,新客,2538.09,17.0,43147.53,0.2035
SO-2025-04998,2025-05-10,华北,北京,办公用品,周涛,老客,2039.11,13.0,26508.43,0.0
SO-2025-00871,2025-04-02,华东,上海,数码配件,刘敏,老客,1481.32,7.0,10369.24,0.1984
SO-2025-03361,2025-02-20,华北,天津,家居生活,杨帆,老客,2143.22,1.0,2143.22,0.1385
SO-2025-03009,2025-03-08,华南,深圳,家居生活,张伟,新客,1217.74,18.0,21919.32,0.1231
SO-2025-00496,2025-06-09,华北,天津,办公用品,吴倩,老客,35.3,8.0,282.4,0.0767
SO-2025-04110,2025-03-21,华北,北京,办公用品,周涛,新客,709.39,7.0,4965.73,0.1035
SO-2025-03348,2025-01-22,西南,重庆,家居生活,孙丽,新客,2908.74,19.0,55266.06,0.2342
SO-2025-03832,2025-03-19,华北,天津,数码配件,吴倩,老客,1554.12,1.0,1554.12,0.1985
SO-2025-00597,2025-06-30,华南,广州,数码配件,赵磊,新客,876.66,12.0,10519.92,0.2859
SO-2025-00241,2025-06-04,西南,重庆,数码配件,周涛,老客,1464.98,,,0.1226
SO-2025-01780,2025-01-07,华东,上海,家居生活,周涛,老客,642.49,6.0,3854.94,0.0
SO-2025-04498,2025-03-28,西南,重庆,家居生活,徐鹏,新客,279.0,12.0,3348.0,0.0019
SO-2025-01715,2025-02-06,西南,重庆,数码配件,李娜,新客,139.22,,,0.1696
SO-2025-02192,2025-01-21,华南,广州,数码配件,孙丽,新客,288.58,18.0,5194.44,0.0441
SO-2025-01853,2025-03-21,华南,深圳,数码配件,孙丽,老客,1688.82,13.0,21954.66,0.1006
SO-2025-03190,2025-01-29,华东,南京,家居生活,黄霞,老客,1397.11,19.0,26545.09,0.0899
SO-2025-01117,2025-05-01,西南,重庆,数码配件,陈静,老客,2636.06,14.0,36904.84,0.0033
SO-2025-00447,2025-06-07,华南,广州,数码配件,孙丽,老客,1738.82,3.0,5216.46,0.2516
SO-2025-02753,2025-06-28,华东,上海,办公用品,王强,新客,1326.54,12.0,15918.48,0.2567
SO-2025-03843,2025-02-18,华南,深圳,办公用品,赵磊,新客,1932.92,8.0,15463.36,0.0248
SO-2025-01145,2025-03-28,华北,天津,办公用品,赵磊,新客,1216.25,10.0,12162.5,0.1337
SO-2025-03685,2025-04-10,华东,南京,办公用品,杨帆,新客,397.84,8.0,3182.72,0.0933
SO-2025-01148,2025-05-25,华北,天津,数码配件,王强,新客,540.31,9.0,4862.79,0.1929
SO-2025-02324,2025-05-10,华东,南京,办公用品,孙丽,新客,2779.27,9.0,25013.43,0.2556
SO-2025-00169,2025-06-28,东北,大连,数码配件,黄霞,老客,1773.89,20.0,35477.8,0.0379
SO-2025-04364,2025-06-16,华南,广州,办公用品,赵磊,新客,1537.12,2.0,3074.24,0.2676
SO-2025-02338,2025-02-09,华南,广州,家居生活,张伟,老客,1696.87,1.0,1696.87,0.1683
SO-2025-04976,2025-04-16,华北,北京,数码配件,徐鹏,老客,393.38,8.0,3147.04,0.0
SO-2025-00733,2025-01-22,华北,北京,数码配件,刘敏,老客,1180.07,8.0,9440.56,0.0288
SO-2025-02636,2025-05-22,华北,天津,数码配件,徐鹏,新客,2265.6,14.0,31718.4,0.2613
SO-2025-04804,2025-04-20,西南,成都,数码配件,王强,新客,255.21,10.0,2552.1,0.1728
SO-2025-01292,2025-02-21,华北,天津,办公用品,杨帆,新客,1693.45,4.0,6773.8,0.0
SO-2025-03141,2025-04-13,华东,南京,家居生活,周涛,老客,1827.06,19.0,34714.14,0.1523
SO-2025-01212,2025-06-09,华南,广州,家居生活,杨帆,新客,1859.96,3.0,5579.88,0.0652
SO-2025-01611,2025-06-28,西南,重庆,办公用品,王强,新客,67.97,12.0,815.64,0.0
SO-2025-02470,2025-06-28,华北,北京,数码配件,李娜,老客,1463.88,9.0,13174.92,0.0
SO-2025-01978,2025-06-03,华南,深圳,办公用品,张伟,老客,2423.28,15.0,36349.2,0.0616
SO-2025-01417,2025-06-20,华北,北京,办公用品,赵磊,老客,1326.38,20.0,26527.6,0.1985
SO-2025-02123,2025-03-23,华东,杭州,数码配件,张伟,老客,1831.45,14.0,25640.3,0.2172
SO-2025-01936,2025-04-15,华北,北京,办公用品,赵磊,老客,1484.47,8.0,11875.76,0.0637
SO-2025-03682,2025-01-20,华北,天津,数码配件,周涛,新客,2098.42,17.0,35673.14,0.1877
SO-2025-04612,2025-04-12,华南,广州,数码配件,徐鹏,老客,898.96,16.0,14383.36,0.2082
SO-2025-03663,2025-06-19,华南,深圳,家居生活,黄霞,老客,2681.65,12.0,32179.8,0.0
SO-2025-02739,2025-06-29,华南,深圳,数码配件,徐鹏,老客,2871.94,1.0,2871.94,0.2098
SO-2025-00983,2025-04-16,华北,天津,数码配件,杨帆,新客,859.59,16.0,13753.44,0.1748
SO-2025-00854,2025-02-05,华东,上海,数码配件,赵磊,老客,2482.91,5.0,12414.55,0.1355
SO-2025-00538,2025-04-20,华东,上海,办公用品,陈静,老客,217.2,11.0,2389.2,0.18
SO-2025-03013,2025-03-05,华南,深圳,数码配件,徐鹏,新客,1012.74,18.0,18229.32,0.1571
SO-2025-03585,2025-05-19,西南,重庆,家居生活,黄霞,新客,900.72,18.0,16212.96,0.1393
SO-2025-02131,2025-05-12,华南,深圳,家居生活,周涛,新客,2552.67,9.0,22974.03,0.0791
SO-2025-02253,2025-05-17,华南,广州,办公用品,周涛,新客,2123.2,9.0,19108.8,0.2174
SO-2025-02178,2025-06-17,华东,上海,数码配件,王强,老客,503.08,18.0,9055.44,0.057
SO-2025-03306,2025-06-07,华东,杭州,办公用品,孙丽,老客,2545.39,10.0,25453.9,0.1774
SO-2025-00161,2025-05-10,东北,沈阳,家居生活,李娜,新客,1657.22,20.0,33144.4,0.2589
SO-2025-04390,2025-01-12,华东,上海,数码配件,刘敏,新客,1081.81,6.0,6490.86,0.1599
SO-2025-01750,2025-02-13,华南,广州,办公用品,黄霞,新客,1618.54,7.0,11329.78,0.1554
SO-2025-02237,2025-02-13,华北,天津,办公用品,张伟,老客,45.35,18.0,816.3,0.0067
SO-2025-01876,2025-05-20,华东,杭州,家居生活,刘敏,老客,406.06,16.0,6496.96,0.1516
SO-2025-03220,2025-02-23,华东,杭州,办公用品,徐鹏,老客,840.71,12.0,10088.52,0.2809
SO-2025-03103,2025-05-08,西南,成都,家居生活,徐鹏,新客,2320.84,6.0,13925.04,0.165
SO-2025-03756,2025-06-21,华东,南京,办公用品,李娜,老客,2379.16,13.0,30929.08,0.1489
SO-2025-01138,2025-02-28,华东,杭州,数码配件,王强,新客,1758.8,3.0,5276.4,0.2539
SO-2025-01286,2025-02-26,华北,北京,数码配件,周涛,老客,1557.82,2.0,3115.64,0.1409
SO-2025-04076,2025-03-26,华南,广州,办公用品,赵磊,新客,1318.2,4.0,5272.8,0.1766
SO-2025-01756,2025-02-18,华东,上海,数码配件,王强,新客,945.46,9.0,8509.14,0.0081
SO-2025-01964,2025-05-12,华南,广州,家居生活,吴倩,老客,295.26,12.0,3543.12,0.1581
SO-2025-01843,2025-01-01,东北,,办公用品,吴倩,老客,2932.11,5.0,14660.55,0.1624
SO-2025-03748,2025-03-23,华东,上海,办公用品,王强,新客,591.9,7.0,4143.3,0.2499
SO-2025-03948,2025-05-27,西南,成都,数码配件,李娜,老客,1437.4,17.0,24435.8,0.1809
SO-2025-01724,2025-03-10,华北,北京,办公用品,张伟,老客,2026.7,6.0,12160.2,0.2689
SO-2025-03640,2025-01-25,华东,杭州,办公用品,王强,新客,578.48,1.0,578.48,0.1489
SO-2025-02279,2025-06-25,华南,广州,家居生活,李娜,新客,870.55,1.0,870.55,0.0
SO-2025-00596,2025-03-13,华南,广州,办公用品,杨帆,新客,2524.08,19.0,47957.52,0.2336
SO-2025-03251,2025-03-15,华北,天津,办公用品,孙丽,新客,734.93,7.0,5144.51,0.1125
SO-2025-04565,2025-04-06,华南,广州,数码配件,赵磊,老客,1058.09,18.0,19045.62,0.0571
SO-2025-04907,2025-03-28,华东,杭州,办公用品,刘敏,新客,168.77,17.0,2869.09,0.0
SO-2025-02931,2025-02-05,华东,南京,数码配件,孙丽,新客,718.22,18.0,12927.96,0.294
SO-2025-01912,2025-03-04,东北,大连,办公用品,杨帆,新客,2310.99,3.0,6932.97,0.1559
SO-2025-04024,2025-04-02,西南,重庆,家居生活,李娜,老客,136.44,12.0,1637.28,0.1877
SO-2025-03002,2025-04-12,华东,上海,办公用品,孙丽,老客,1234.7,7.0,8642.9,0.0513
SO-2025-04104,2025-03-10,东北,大连,办公用品,张伟,新客,88.02,3.0,264.06,0.0
SO-2025-00110,2025-03-05,华北,天津,家居生活,孙丽,新客,1926.1,14.0,26965.4,0.1728
SO-2025-03768,2025-06-26,华南,深圳,办公用品,孙丽,老客,2512.63,9.0,22613.67,0.2682
SO-2025-03568,2025-02-02,西南,重庆,数码配件,孙丽,老客,752.16,20.0,15043.2,0.1166
SO-2025-03069,2025-03-24,华北,北京,家居生活,赵磊,新客,723.94,13.0,9411.22,0.2714
SO-2025-02420,2025-06-01,华东,杭州,办公用品,周涛,老客,40.66,6.0,243.96,0.1406
SO-2025-00803,2025-04-20,华南,广州,数码配件,周涛,老客,334.52,10.0,3345.2,0.0248
SO-2025-04279,2025-02-27,华南,广州,家居生活,徐鹏,老客,376.6,6.0,2259.6,0.2388
SO-2025-02300,2025-04-24,东北,大连,办公用品,赵磊,新客,917.95,16.0,14687.2,0.2154
SO-2025-00193,2025-06-03,西南,重庆,办公用品,孙丽,新客,86.48,9.0,778.32,0.0933
SO-2025-00456,2025-01-27,东北,沈阳,办公用品,陈静,老客,2187.13,3.0,6561.39,0.1274
SO-2025-04319,2025-05-03,华北,北京,数码配件,刘敏,新客,1466.35,17.0,24927.95,0.1024
SO-2025-04954,2025-04-06,华东,杭州,数码配件,周涛,老客,2372.82,16.0,37965.12,0.2933
SO-2025-03982,2025-04-19,华南,广州,办公用品,张伟,新客,2624.75,14.0,36746.5,0.1684
SO-2025-02559,2025-05-31,华东,上海,家居生活,黄霞,老客,457.81,16.0,7324.96,0.028
SO-2025-00640,2025-06-05,华南,广州,办公用品,陈静,新客,2203.5,13.0,28645.5,0.276
SO-2025-01461,2025-05-25,华北,北京,办公用品,杨帆,老客,1496.02,11.0,16456.22,0.0732
SO-2025-03833,2025-03-31,华北,,数码配件,徐鹏,老客,2822.71,16.0,45163.36,0.1355
SO-2025-00603,2025-05-08,华南,深圳,数码配件,黄霞,新客,2328.67,13.0,30272.71,0.0
SO-2025-01020,2025-04-06,西南,成都,数码配件,吴倩,新客,1795.72,16.0,28731.52,0.0
SO-2025-01800,2025-01-17,华南,广州,家居生活,张伟,老客,2007.72,20.0,40154.4,0.0
SO-2025-02264,2025-04-07,华南,广州,数码配件,刘敏,老客,1095.5,18.0,19719.0,0.1017
SO-2025-00278,2025-05-18,西南,成都,办公用品,张伟,老客,520.24,18.0,9364.32,0.098
SO-2025-01140,2025-02-12,华北,北京,办公用品,张伟,老客,119.34,,,0.146
SO-2025-01186,2025-03-03,华北,天津,家居生活,陈静,老客,2884.29,10.0,28842.9,0.2746
SO-2025-02743,2025-04-09,西南,成都,办公用品,杨帆,老客,1054.72,8.0,8437.76,0.1668
SO-2025-03462,2025-01-15,华东,杭州,家居生活,黄霞,新客,2733.79,9.0,24604.11,0.0
SO-2025-01980,2025-03-20,西南,重庆,家居生活,徐鹏,老客,2767.71,2.0,5535.42,0.0354
SO-2025-04371,2025-01-11,华东,杭州,数码配件,孙丽,老客,1663.57,3.0,4990.71,0.0
SO-2025-00934,2025-02-18,西南,成都,家居生活,刘敏,新客,2095.19,16.0,33523.04,0.235
SO-2025-02081,2025-04-09,华东,杭州,办公用品,李娜,新客,416.5,3.0,1249.5,0.2791
SO-2025-01048,2025-05-29,西南,成都,数码配件,赵磊,老客,1821.36,1.0,1821.36,0.0215
SO-2025-02666,2025-05-13,西南,成都,家居生活,吴倩,新客,2310.56,19.0,43900.64,0.026
SO-2025-04454,2025-06-09,华北,北京,家居生活,杨帆,老客,1048.82,19.0,19927.58,0.1682
SO-2025-01197,2025-05-22,华南,深圳,办公用品,吴倩,新客,2219.67,17.0,37734.39,0.2726
SO-2025-01357,2025-04-19,华北,天津,家居生活,王强,新客,1408.74,4.0,5634.96,0.1093
SO-2025-04906,2025-01-28,西南,成都,数码配件,张伟,老客,1120.28,1.0,1120.28,0.2515
SO-2025-00573,2025-05-31,西南,重庆,数码配件,周涛,老客,1209.67,11.0,13306.37,0.0827
SO-2025-04982,2025-05-24,华东,杭州,办公用品,张伟,老客,88.82,4.0,355.28,0.1665
SO-2025-00711,2025-01-17,华南,深圳,家居生活,黄霞,新客,1842.85,10.0,18428.5,0.0111
SO-2025-01477,2025-05-21,东北,大连,家居生活,王强,老客,428.3,20.0,8566.0,0.0
SO-2025-04767,2025-05-11,华南,广州,办公用品,李娜,新客,82.86,4.0,331.44,0.144
SO-2025-00907,2025-03-07,华东,上海,数码配件,赵磊,新客,1177.06,15.0,17655.9,0.2449
SO-2025-01125,2025-04-08,华北,北京,办公用品,黄霞,老客,2665.07,1.0,2665.07,0.1132
SO-2025-00591,2025-02-15,华北,天津,办公用品,黄霞,新客,1230.83,18.0,22154.94,0.0897
SO-2025-01799,2025-01-03,华南,广州,办公用品,王强,老客,2235.28,10.0,22352.8,0.292
SO-2025-03163,2025-05-27,华南,深圳,家居生活,李娜,老客,2531.93,10.0,25319.3,0.2606
SO-2025-02627,2025-01-08,华北,北京,家居生活,周涛,老客,1507.51,4.0,6030.04,0.0
SO-2025-04701,2025-01-28,华北,北京,家居生活,黄霞,老客,2326.56,4.0,9306.24,0.1376
SO-2025-00705,2025-03-04,华南,深圳,办公用品,李娜,新客,1760.56,11.0,19366.16,0.0099
SO-2025-00641,2025-02-19,西南,成都,办公用品,王强,新客,1782.79,13.0,23176.27,0.2917
SO-2025-00754,2025-01-06,华南,深圳,数码配件,王强,老客,354.47,10.0,3544.7,0.2539
SO-2025-04274,2025-03-24,华东,杭州,办公用品,黄霞,新客,1394.06,12.0,16728.72,0.1785
SO-2025-02149,2025-01-14,华东,南京,数码配件,赵磊,新客,2936.55,8.0,23492.4,0.0
SO-2025-00891,2025-03-16,东北,沈阳,数码配件,杨帆,老客,450.23,19.0,8554.37,0.2205
SO-2025-02547,2025-02-27,华东,上海,数码配件,赵磊,老客,1078.26,11.0,11860.86,0.2573
SO-2025-04514,2025-03-19,华东,杭州,办公用品,孙丽,新客,2234.66,16.0,35754.56,0.0324
SO-2025-03752,2025-05-05,华北,天津,办公用品,吴倩,老客,707.67,1.0,707.67,0.25
SO-2025-01664,2025-02-26,东北,大连,数码配件,杨帆,老客,1800.4,16.0,28806.4,0.1854
SO-2025-00802,2025-02-05,西南,成都,办公用品,张伟,新客,774.44,11.0,8518.84,0.2788
SO-2025-03073,2025-03-02,华南,广州,数码配件,徐鹏,新客,2558.44,18.0,46051.92,0.2822
SO-2025-00734,2025-01-12,华东,杭州,家居生活,周涛,老客,2323.92,18.0,41830.56,0.2095
SO-2025-02372,2025-03-20,华东,上海,数码配件,孙丽,老客,2224.19,2.0,4448.38,0.0732
SO-2025-02501,2025-02-10,华南,深圳,数码配件,黄霞,老客,2971.54,7.0,20800.78,0.0
SO-2025-01521,2025-01-20,华北,北京,家居生活,陈静,新客,751.33,4.0,3005.32,0.1475
SO-2025-00270,2025-01-04,华东,南京,办公用品,赵磊,新客,893.45,19.0,16975.55,0.0
SO-2025-04471,2025-02-26,华东,南京,办公用品,刘敏,老客,2304.29,,,0.0615
SO-2025-01036,2025-04-13,华北,北京,办公用品,黄霞,新客,93.18,6.0,559.08,0.0549
SO-2025-03856,2025-06-25,西南,成都,数码配件,吴倩,老客,2277.37,19.0,43270.03,0.1942
SO-2025-03634,2025-03-04,华南,深圳,家居生活,陈静,老客,1370.93,6.0,8225.58,0.1628
SO-2025-04919,2025-06-29,华北,天津,办公用品,刘敏,老客,588.04,18.0,10584.72,0.1647
SO-2025-00771,2025-06-19,华南,深圳,办公用品,徐鹏,新客,2553.91,12.0,30646.92,0.0
SO-2025-01573,2025-02-17,西南,重庆,数码配件,徐鹏,新客,2290.56,14.0,32067.84,0.0188
SO-2025-02704,2025-06-18,华南,广州,数码配件,黄霞,老客,2187.85,4.0,8751.4,0.2903
SO-2025-02275,2025-06-16,华东,,办公用品,刘敏,老客,476.0,5.0,2380.0,0.0399
SO-2025-03524,2025-03-15,华北,天津,办公用品,杨帆,老客,247.73,8.0,1981.84,0.2728
SO-2025-03709,2025-02-14,华南,广州,办公用品,孙丽,老客,2341.11,6.0,14046.66,0.1794
SO-2025-03528,2025-03-27,西南,重庆,数码配件,陈静,老客,753.07,17.0,12802.19,0.1087
SO-2025-01709,2025-05-02,华东,上海,数码配件,吴倩,老客,726.47,3.0,2179.41,0.288
SO-2025-03317,2025-04-24,华东,南京,数码配件,周涛,老客,2309.6,19.0,43882.4,0.0209
SO-2025-02096,2025-05-06,华东,,办公用品,李娜,新客,1991.96,18.0,35855.28,0.0643
SO-2025-00830,2025-06-21,华南,广州,办公用品,王强,老客,408.18,12.0,4898.16,0.2721
SO-2025-00099,2025-04-24,东北,大连,数码配件,陈静,新客,1947.92,13.0,25322.96,0.1964
SO-2025-00664,2025-04-29,华北,北京,办公用品,李娜,新客,915.09,6.0,5490.54,0.0558
SO-2025-04115,2025-05-28,华东,上海,办公用品,徐鹏,新客,375.44,7.0,2628.08,0.2556
SO-2025-01623,2025-06-14,华东,上海,办公用品,周涛,老客,2797.76,15.0,41966.4,0.2892
SO-2025-03584,2025-05-20,东北,沈阳,办公用品,陈静,新客,2794.02,14.0,39116.28,0.0
SO-2025-03383,2025-03-31,华北,北京,家居生活,吴倩,老客,2526.26,1.0,2526.26,0.0884
SO-2025-04388,2025-02-05,华南,广州,家居生活,徐鹏,新客,1411.22,20.0,28224.4,0.0651
SO-2025-03869,2025-02-05,华北,天津,家居生活,张伟,新客,507.67,11.0,5584.37,0.0225
SO-2025-00774,2025-05-09,华东,上海,办公用品,杨帆,老客,1584.25,13.0,20595.25,0.0365
SO-2025-02207,2025-01-31,华北,天津,家居生活,王强,新客,1357.12,3.0,4071.36,0.1591
SO-2025-01759,2025-02-09,东北,沈阳,数码配件,徐鹏,老客,117.84,9.0,1060.56,0.123
SO-2025-00235,2025-01-12,西南,重庆,办公用品,杨帆,老客,1746.6,2.0,3493.2,0.0132
SO-2025-01511,2025-02-28,华东,杭州,数码配件,张伟,新客,1009.24,19.0,19175.56,0.0873
